"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.211,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.218,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.226,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.233,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.241,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.248,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.255,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.262,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.269,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.277,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2018",5.437,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2019",5.546,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.325,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2021",5.351,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2022",5.375,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2023",5.417,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2024",5.436,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2025",5.449,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2026",5.475,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2027",5.506,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2028",5.534,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2029",5.561,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2030",5.585,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2018",8.961,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2019",8.847,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2020",10.929,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2021",10.962,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2022",10.995,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2023",11.041,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2024",11.069,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2025",11.091,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2026",11.125,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2027",11.162,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2028",11.198,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2029",11.234,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2030",11.266,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.576,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.458,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.646,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.663,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.697,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2023",2.729,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2024",2.765,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2025",2.801,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2026",2.842,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2027",2.883,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2028",2.924,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2029",2.966,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.008,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.201,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.474,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.346,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.306,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.334,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.361,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.387,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.413,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.44,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.475,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.521,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.566,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.609,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.094,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.862,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.567,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.941,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.97,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.008,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.035,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.059,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.09,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.123,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.155,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.188,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.219,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.66,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.204,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.717,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.527,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.557,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2023",2.59,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2024",2.618,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2025",2.646,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2026",2.675,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2027",2.706,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2028",2.737,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2029",2.767,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2030",2.796,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2018",6.286,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2019",6.004,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.98,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2021",6.01,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2022",6.039,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2023",6.077,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2024",6.105,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2025",6.129,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2026",6.16,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2027",6.193,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2028",6.225,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2029",6.258,
"CHL","CROPYIELD","WHEAT","TONNE_HA","A","2030",6.288,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2018",5.417,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2019",5.631,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.742,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2021",5.597,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2022",5.619,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2023",5.646,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2024",5.665,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2025",5.688,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2026",5.71,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2027",5.733,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2028",5.756,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2029",5.779,
"CHN","CROPYIELD","WHEAT","TONNE_HA","A","2030",5.802,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.2,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.667,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.6,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.618,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.641,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.666,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.69,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.718,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.744,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.771,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.798,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.825,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2018",6.296,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2019",6.383,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2020",6.316,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2021",6.466,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2022",6.545,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2023",6.644,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2024",6.747,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2025",6.849,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2026",6.961,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2027",7.071,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2028",7.182,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2029",7.295,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2030",7.406,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.986,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.281,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.117,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.208,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.26,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.324,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.38,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.43,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.485,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.54,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.595,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.651,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.707,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.377,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.461,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.362,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.396,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.43,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.464,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.499,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.534,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.569,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.605,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.641,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.677,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.714,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.03,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.043,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.058,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.074,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.091,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.108,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.126,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.143,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.161,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.179,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.164,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.37,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.288,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.299,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.311,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2023",2.325,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2024",2.336,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2025",2.346,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2026",2.357,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2027",2.369,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2028",2.382,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2029",2.394,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2030",2.406,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.228,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.006,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.182,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.174,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.186,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.2,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.218,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.234,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.252,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.27,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.288,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.306,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.325,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.029,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.041,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.056,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.071,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.087,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.104,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.121,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.138,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.156,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.173,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.114,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.465,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.526,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.727,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.748,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.767,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.793,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.817,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.843,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.868,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.894,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.92,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.947,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.851,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.787,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.869,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.939,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.963,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.009,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.055,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.1,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.151,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.199,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.248,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.297,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.346,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.8,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.71,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.66,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.666,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.673,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2023",2.682,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2024",2.689,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2025",2.693,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2026",2.699,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2027",2.707,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2028",2.714,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2029",2.721,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2030",2.728,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.542,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.593,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.436,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.568,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.588,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.612,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.637,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.661,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.688,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.715,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.742,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.769,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.796,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.026,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.038,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.053,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.069,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.085,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.102,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.119,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.136,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.153,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.17,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.646,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.65,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.821,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.786,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.81,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2023",2.839,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2024",2.862,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2025",2.885,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2026",2.91,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2027",2.936,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2028",2.961,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2029",2.987,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.011,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2018",6.534,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.818,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.051,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2021",4.042,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2022",4.09,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2023",4.148,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2024",4.212,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2025",4.273,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2026",4.341,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2027",4.408,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2028",4.475,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2029",4.543,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2030",4.61,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.711,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.843,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2020",4.213,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.679,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.72,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.777,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.83,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.882,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.937,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.992,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2028",4.048,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2029",4.105,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2030",4.164,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.3,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.122,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.136,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.153,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.17,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.188,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.207,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.226,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.245,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.264,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.283,
